"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment","ONTOLOGY","CellLine"
"GO:20001461","GO:2000146","negative regulation of cell motility",205,0.234639408992263,0.947735738293598,0.593533487297921,1,1,2831,"tags=22%, list=21%, signal=18%","PHLDB2/ACVR1C/APOE/TGFB1/CYP1B1/SHH/FBLN1/NOTCH1/SCAI/SAP30L/TGFBR3/PLXNB3/DNAI3/PTPRT/MCTP1/RIPOR2/RAP2B/CCN3/DLL4/EPPK1/SULF1/CRK/FUZ/STARD13/CARD10/MACIR/LRCH1/CDH11/SRGAP1/SFRP1/RAP2A/LRP1/EPHA4/IGFBP5/KANK1/FOXO3/SUDS3/CDH1/ADGRB1/SRGAP3/ABCC8/CHRD/PDCD10/PIP5KL1/OSBPL8/ARID2","BP","iN #3"
"GO:00076111","GO:0007611","learning or memory",211,0.234582336228102,0.947697815603614,0.59144893111639,1,1,3692,"tags=27%, list=27%, signal=20%","APOE/NPAS4/ITGA8/NEUROD2/RAPGEF3/POMK/EN1/KCNK2/OPRL1/BCHE/NETO1/PDE8B/SGK1/OXTR/ARC/PAK5/SLC12A5/GRIN2B/RGS14/SLC6A1/GABRA5/DKK1/TACR1/KCNK10/SHANK1/GRM5/TANC1/B3GAT1/SLC8A3/ATXN1L/ADCY1/ADNP/MEIS2/CIC/SPECC1/SCN2A/ABCC8/RCAN1/LRRC66/GRIN2A/SPG11/NRXN2/CNTN2/SHANK2/KMT2A/PIANP/UBE3A/TMOD2/CLN3/PRNP/KAT2A/TTBK1/SYNJ1/SLC8A2/INSR/GPR88/ITPR3","BP","iN #3"
"GO:0030031","GO:0030031","cell projection assembly",466,-0.21960381266932,-0.947679956556309,0.657580919931857,1,1,2269,"tags=17%, list=17%, signal=14%","ARF6/UBXN10/MKKS/SPATA6/CFAP20/ABITRAM/TMEM107/LRRC23/HAP1/IFT52/PIERCE2/BBS1/FGD5/MIEN1/PIBF1/NTN1/SEPTIN9/LRRC61/PDGFA/ABCC4/DNAI1/KCTD17/CDC42EP3/NPHP3/ARAP1/SNX10/CFAP46/GSN/UNC119B/BLOC1S6/B9D1/PARVB/DYNLT2B/DNAAF5/IFT140/TMEM237/RILPL1/WDR54/NCK2/ODAD3/DNAAF2/ARHGEF6/DNAH2/IQCB1/CFAP298/CARMIL2/STK26/IFT88/TCTN1/FSIP2/NUP85/SCLT1/DNAAF1/MYO10/EPS8L2/GORAB/AVIL/CEP162/DNAAF11/EHD2/PMP22/GK2/CFAP184/KLHL41/DNHD1/CFAP74/ARHGAP24/CEP128/DNAAF8/RSPH1/CC2D2B/LPAR1/CFAP61/RSPH4A/NHERF1/RSPH9/IQUB","BP","iN #3"
"GO:00096361","GO:0009636","response to toxic substance",165,-0.245472954167466,-0.947591915144049,0.591240875912409,1,1,2354,"tags=22%, list=17%, signal=18%","CYGB/SRSF9/NXN/BAX/PRDX1/ERCC6/NFE2L2/CAT/GCH1/PRDX5/CDKN1A/BLMH/ALAD/GPX3/CCS/GSTZ1/GSTO2/GSTO1/BPHL/CD36/TXNDC17/MBP/TXNRD2/GPX7/ASS1/SLC7A11/GJC2/SLC18A2/IPCEF1/DHRS2/ABCB1/TH/PXDNL/RDH12/OPRD1/PON2","BP","iN #3"
"GO:00451851","GO:0045185","maintenance of protein location",71,0.27318713239418,0.947441618823497,0.535947712418301,1,1,4019,"tags=35%, list=29%, signal=25%","FBN2/PKP2/HK2/TAF3/PML/FLNA/NFKBIE/SORL1/DZIP1/INSIG2/COPS9/CCDC88A/SUN1/SYNE1/CCDC22/BBS4/FAF1/ANK3/FKRP/VPS13A/ARL2BP/NFKBIA/PSMD10/TXN/FBN1","BP","iN #3"
"GO:00019421","GO:0001942","hair follicle development",56,-0.289088962298224,-0.947119368288526,0.541353383458647,1,1,1893,"tags=20%, list=14%, signal=17%","EDA/NAGLU/PDGFA/FGF10/FST/TMEM79/GORAB/SMO/TRADD/GAL/EGFR","BP","iN #3"
"GO:00454711","GO:0045471","response to ethanol",85,0.266769999021388,0.946915369448529,0.547045951859956,1,1,2386,"tags=24%, list=17%, signal=20%","MSTN/CLDN1/NPPC/HTR1B/ST6GAL1/PTK2B/IGF1R/ARC/CPT1A/CTSK/GRIN2B/TNFRSF11A/TACR1/CYTB/EPS8/PRKCB/USP46/ADCY7/FGFR2/ND4","BP","iN #3"
"GO:00181081","GO:0018108","peptidyl-tyrosine phosphorylation",126,-0.253177907802023,-0.946793840703569,0.590493601462523,1,1,2117,"tags=17%, list=15%, signal=15%","ABI1/VTN/EFNA1/ZFYVE28/PIBF1/PDCL3/PDGFA/FGF10/NTRK1/ITGB3/FGFR4/DGKQ/CD36/FLT4/GHR/PDGFRA/LRRK1/PLCG2/IL6R/EGFR/IL11/FGFR3","BP","iN #3"
"GO:00513041","GO:0051304","chromosome separation",60,0.279464657362569,0.946659157223003,0.531380753138075,1,1,1402,"tags=10%, list=10%, signal=9%","KNL1/TRIP13/ZWINT/NCAPH/NCAPG/CHFR","BP","iN #3"
"GO:00019521","GO:0001952","regulation of cell-matrix adhesion",80,-0.269645947854618,-0.946500341996635,0.546762589928058,1,1,2492,"tags=22%, list=18%, signal=19%","RAC1/AJAP1/LIMS1/CSF1/DLC1/RIN2/S100A10/SMAD3/ITGB3/RASA1/EFEMP2/CIB1/CD36/UTRN/COL16A1/THBS1/CX3CL1/FUT1","BP","iN #3"
"GO:00486781","GO:0048678","response to axon injury",65,-0.27918689701931,-0.946496455988354,0.580223880597015,1,1,3919,"tags=37%, list=29%, signal=27%","MMP2/KIAA0319/JAK2/GRN/CERS2/TXN2/DRD2/BNIP3/TNR/LAMB2/RTN4R/FKBP1B/BAX/MAP2K1/NTRK1/RTN4RL1/TNC/FIGNL2/MATN2/PCSK1/SPP1/P2RX4/PLCG2/GIPR","BP","iN #3"
"GO:00074981","GO:0007498","mesoderm development",71,0.272775783519862,0.946015017797417,0.542483660130719,1,1,1892,"tags=23%, list=14%, signal=20%","ITGA8/EYA2/HES7/WNT5A/SHH/PALB2/WNT11/VEGFA/TBX3/SECTM1/EPB41L5/DKK1/POGLUT1/EXT1/EPHA2/POU4F1","BP","iN #3"
"GO:00702521","GO:0070252","actin-mediated cell contraction",77,0.27021651906759,0.945927616413999,0.551648351648352,1,1,3173,"tags=29%, list=23%, signal=22%","PKP2/KCNN2/ACTA2/ACTC1/RNF207/EPB41L5/FLNA/SCN8A/KCNJ5/ROCK1/SCN11A/DSP/GPD1L/HCN4/SCN2A/KCNH2/NEDD4L/SCN1A/PDE4B/ANK2/TPM1/CACNA1G","BP","iN #3"
"GO:19024141","GO:1902414","protein localization to cell junction",97,-0.262696571810556,-0.945365763783964,0.543278084714549,1,1,1649,"tags=11%, list=12%, signal=10%","NPTX1/LAMTOR2/CACNG3/HSPB1/ZDHHC12/C1QL3/GRIN2C/WNT7A/GPC6/GPSM2/CGNL1","BP","iN #3"
"GO:00508681","GO:0050868","negative regulation of T cell activation",59,-0.284679485718933,-0.945198852987192,0.556603773584906,1,1,3226,"tags=39%, list=23%, signal=30%","DUSP3/CBLB/PTPN2/PRDX2/ITCH/PRKAR1A/CASP3/JAK3/PAWR/ZBTB7B/LGALS1/SMAD7/RUNX1/LAPTM5/ARG2/TWSG1/LRRC32/TNFSF4/CBFB/CD274/GPNMB/LOXL3/CD74","BP","iN #3"
"GO:00433671","GO:0043367","CD4-positive, alpha-beta T cell differentiation",56,-0.288245525252337,-0.944356082012422,0.546992481203007,1,1,1876,"tags=21%, list=14%, signal=19%","ZBTB7B/NFKBID/LGALS1/SMAD7/RUNX1/TMEM98/TNFSF4/CBFB/STAT4/LOXL3/IL6R/RELB","BP","iN #3"
"GO:00422731","GO:0042273","ribosomal large subunit biogenesis",57,-0.285951237370483,-0.944281100705731,0.557835820895522,1,1,4180,"tags=40%, list=30%, signal=28%","NPM1/HEATR3/PES1/AFG2A/ZNF622/RPL14/RPL24/NOC2L/LTO1/RPL11/EIF6/NOP16/NSA2/NIP7/BOP1/NOL9/EBNA1BP2/NOP53/RBM34/CINP/AIRIM/RPF1/DDX28","BP","iN #3"
"GO:00068351","GO:0006835","dicarboxylic acid transport",66,-0.278063010422643,-0.944181823727626,0.583955223880597,1,1,2193,"tags=21%, list=16%, signal=18%","EPM2A/TRH/PRKG1/SLC19A2/SLC26A10P/SNCA/SLC26A11/SLC25A11/SLC17A8/UCP2/BEST1/SLC7A11/NPY5R/SLC1A5","BP","iN #3"
"GO:00086371","GO:0008637","apoptotic mitochondrial changes",79,-0.268722540247324,-0.943519639458425,0.550983899821109,1,1,801,"tags=15%, list=6%, signal=14%","FXN/LMNA/BAX/CLU/NPTX1/BID/FZD9/IFIT2/BMF/IFI6/ATP2A1/PLAUR","BP","iN #3"
"GO:00973061","GO:0097306","cellular response to alcohol",75,0.269929457103987,0.943464438453357,0.552863436123348,1,1,2620,"tags=24%, list=19%, signal=20%","NPAS4/CYP1B1/SGK1/SCNN1D/IGF1R/GRAMD1C/ABCA1/GPR155/ADCY6/ADCY5/SFRP1/ADCY1/ADCY7/KLF9/FOXO3/CDH1/FDX1/AHR","BP","iN #3"
"GO:00609721","GO:0060972","left/right pattern formation",86,-0.265878519977552,-0.943202407464292,0.569060773480663,1,1,2096,"tags=27%, list=15%, signal=23%","MKKS/TMEM107/IFT52/PIERCE2/DNAI1/MICAL2/NPHP3/DPCD/FGF10/SETDB2/SMAD3/IFT140/NEK8/ODAD3/DNAAF2/DNAAF1/SMO/RIPPLY2/WIF1/DNAAF11/PSKH1/STIL/MESP1","BP","iN #3"
"GO:00159801","GO:0015980","energy derivation by oxidation of organic compounds",272,-0.229933918017336,-0.94297908474992,0.640677966101695,1,1,4311,"tags=38%, list=31%, signal=26%","DLAT/ATP5F1D/HCCS/NDUFS2/MFN2/PARK7/PTGES3/ACADM/OXA1L/HIF1A/ETFDH/ARL2/AKT1/ATP5PB/WDR45B/NDUFB8/GFPT2/ATP5PF/ACADVL/WIPI1/CYC1/NDUFB5/UQCRQ/PER2/OPN3/SLC25A25/NDUFB3/UQCRFS1/TP53/PHKA2/OGDHL/NDUFB2/SDHAF2/ATP5MG/NDUFS6/SLC25A22/LEPR/NDUFB11/NDUFS8/GYG1/SUCLG1/TMEM135/PPP1CA/CHCHD4/SELENOS/BNIP3/ADSL/CISD1/PPIF/SCO2/IDH1/UQCR10/MFSD8/IRS2/COX7B/ETFRF1/NDUFA12/COX10/MT3/PRKAG2/NDUFA13/PHKA1/STK40/TEFM/NDUFV2/NDUFB7/FXN/IDH2/IMMP2L/PASK/COX6C/EPM2A/UQCC2/FH/PDHB/CAT/IDH3G/NDUFS4/NOP53/CCNB1/ENPP1/NR4A3/NDUFC2/SNCA/UQCC3/DNAJC30/ETFB/PGM2/NDUFB1/GBE1/GYS1/PYGM/PPP1R3C/MTLN/BID/ME3/MTFR1/ANTKMT/COX7A1/GPD1/COX6B2/NOS2","BP","iN #3"
"GO:00610131","GO:0061013","regulation of mRNA catabolic process",148,0.242097179903933,0.942680346689714,0.600456621004566,1,1,4006,"tags=29%, list=29%, signal=21%","TENT5A/GDNF/ZFP36/E2F1/TENT5C/RBM38/TIRAP/CNOT6L/DND1/DCP2/METTL3/METTL14/TNRC6C/CNOT11/CACNG7/ROCK1/IGF2BP1/LARP4B/FASTKD2/TENT4A/RC3H2/NOCT/RBM33/ZC3H14/MAGOHB/PAN2/RBM24/PIWIL2/FXR1/PUM2/TENT4B/SYNCRIP/FTO/PABPC1/CASC3/TNRC6B/HNRNPD/SERBP1/IGF2BP3/CNOT7/ROCK2/YBX1/RC3H1","BP","iN #3"
"GO:00550131","GO:0055013","cardiac muscle cell development",53,0.286751578871806,0.94242819531798,0.528907922912206,1,1,3192,"tags=34%, list=23%, signal=26%","ADRA1A/COL14A1/ACTC1/TTN/VEGFA/CTDP1/TBX3/PROX1/ACTN2/IGF1/AKAP6/SORBS2/SLC8A1/RGS2/ATG5/PLEC/NEB/MEF2A","BP","iN #3"
"GO:00301771","GO:0030177","positive regulation of Wnt signaling pathway",116,0.249614644160871,0.942244847798897,0.589247311827957,1,1,2473,"tags=25%, list=18%, signal=21%","GPC5/TGFB1/TBL1X/TNFAIP3/NRARP/WNT5A/DAB2/SHH/LGR4/LYPD6/GSKIP/NKD1/RSPO2/SULF1/WNT10B/DKK1/CAPRIN2/WNK2/CDH3/CSNK1G1/DACT1/SFRP1/MLLT3/ADNP/CDC73/KANK1/FGFR2/FRAT1/USP34","BP","iN #3"
"GO:0031347","GO:0031347","regulation of defense response",443,0.215064167764414,0.941562004103455,0.692857142857143,1,1,1893,"tags=15%, list=14%, signal=13%","PTPRC/EDNRB/IL1R1/APOE/CTSC/TGFB1/TNFAIP3/MAP3K8/DDX60/PROC/TRIL/GATA6/ZFP36/WNT5A/LYAR/HERC5/TRIM22/MCPH1/MAPK13/USP18/LGR4/NR1D1/MFHAS1/IFNLR1/LYN/TIRAP/PML/CCN3/ARMH4/PARP9/YES1/PARP14/TSPAN6/ZDHHC11/ERAP1/POLR3B/IL17RA/DHX58/TRIM45/PTGES/FADD/CPT1A/MAP2K6/CRK/RORA/IRF1/METTL3/PTPN6/EPG5/TNFRSF11A/HPX/CARD8/MACIR/USP38/PDCD4/TRAF3/SPINK5/OTUD4/AP3B1/NPAS2/OTULIN/CLOCK/RIPK2/RICTOR/NFKBIZ/STAT2/RNF144A","BP","iN #3"
"GO:00512621","GO:0051262","protein tetramerization",67,-0.278076722504442,-0.941313163167052,0.596622889305816,1,1,2573,"tags=19%, list=19%, signal=16%","KCND3/CBY1/CRYZ/HSD17B10/GOLGA2/HPRT1/SSBP1/ACOT13/SNCA/B2M/RYR1/CTH/ALDOA","BP","iN #3"
"GO:00430681","GO:0043068","positive regulation of programmed cell death",386,-0.222071612677669,-0.941305291701102,0.68006993006993,1,1,2088,"tags=14%, list=15%, signal=12%","DHCR7/CDC34/GCH1/SRPX/DDIT3/NR3C1/CDKN1A/ACE/CAPN10/SFRP4/CLU/LGALS1/NKX3-1/NTRK1/GSN/SNCA/RRP1B/MSX1/HMOX1/XBP1/BMP2/LAPTM5/AGT/NCK2/CCL2/PDCD5/PRR7/GRIK2/ASCL1/NFATC3/HTRA1/CD274/BID/FZD9/IFIT2/BMF/BRMS1/RNF122/THBS1/EMILIN2/LRRK2/EMILIN1/RARG/HTATIP2/TRADD/LPAR1/GRP/GAL/NOS2/INCA1/ZBTB16/PANO1/NHERF1/TNFSF12","BP","iN #3"
"GO:00028321","GO:0002832","negative regulation of response to biotic stimulus",74,0.269979442899246,0.94116628790327,0.54880694143167,1,1,2896,"tags=26%, list=21%, signal=20%","TGFB1/TNFAIP3/LYAR/USP18/PARP14/DHX58/CRK/METTL3/PTPN6/CARD8/USP38/SPINK5/STAT2/ISG15/AHR/PIM1/USP15/SERPING1/ATG5","BP","iN #3"
"GO:00718241","GO:0071824","protein-DNA complex organization",159,0.238779538544126,0.940331028946975,0.610989010989011,1,1,3014,"tags=25%, list=22%, signal=19%","GMNN/MED11/H1-2/TAF3/MED26/HMBOX1/TAF4/ITGB3BP/SPTY2D1/CENPE/TAF1C/TAF1B/MED17/BAZ1A/MED27/WNT10B/ANP32B/ATAD2/MYC/MED16/H4C5/UBN1/GTF2A1/NFKBIZ/SHPRH/ATAD2B/MED9/RAD51C/CHD1/CHD2/ARID1A/BAZ2A/TAF13/SMARCD3/ARID2/TSPY26P/MED23/GRWD1/PSMC6","BP","iN #3"
"GO:00516511","GO:0051651","maintenance of location in cell",151,0.240262783457946,0.940288848209164,0.621145374449339,1,1,1059,"tags=9%, list=8%, signal=8%","PTPRC/PLCH1/APOE/TGFB1/PKP2/HK2/TAF3/NOL3/PLCD1/TPCN2/LYN/PML/PTK2B","BP","iN #3"
"GO:00972371","GO:0097237","cellular response to toxic substance",87,-0.264460349654612,-0.940189121224358,0.576146788990826,1,1,3591,"tags=38%, list=26%, signal=28%","SLC29A4/AMBP/PRDX6/TP53INP1/PTGS1/UBIAD1/SELENOS/PRDX4/PRDX2/ESD/GSTM3/MT3/CP/CYGB/NXN/PRDX1/NFE2L2/CAT/GCH1/PRDX5/GPX3/CCS/GSTZ1/GSTO2/GSTO1/CD36/TXNDC17/TXNRD2/GPX7/IPCEF1/PXDNL/RDH12/OPRD1","BP","iN #3"
"GO:00903161","GO:0090316","positive regulation of intracellular protein transport",72,0.270589894687858,0.940070118119508,0.562770562770563,1,1,4565,"tags=39%, list=33%, signal=26%","TGFB1/RAPGEF3/SHH/ANP32B/FLNA/RBM22/SORL1/CTDSPL2/CEP131/PIK3R2/TPR/CDH1/PDCD10/AKAP5/EFCAB7/ICE1/EDEM1/RIPOR1/PRKD1/KIF20B/PPM1A/TENM1/UBR5/IPO5/MAVS/SIRT6/PCM1/RAB29","BP","iN #3"
"GO:0044092","GO:0044092","negative regulation of molecular function",465,-0.217911048277731,-0.939950450484931,0.684931506849315,1,1,1570,"tags=12%, list=11%, signal=11%","SNCA/SERPINB6/RRP1B/AQP1/ITGB3/CREB3/GEMIN2/BMP2/AGT/WFDC2/USP44/GSTO1/CAMK1/TMLHE/CTNNBIP1/ECM1/HSPB1/NEIL1/FBXO5/PKIB/B2M/HES6/TIMP1/ZNF593/OSR1/PNKP/PPARA/IFI16/TNFSF4/SERPINA3/NES/SERPINF1/ADGRV1/TARBP2/IFIT2/LXN/SMO/NFKB1/PI15/COMMD1/BRMS1/NOG/IFI6/MITD1/THBS1/LRRK2/ID1/PPP2R5A/COL28A1/HEXIM2/RASIP1/TNNI3/RAMP3/PLAUR/TNKS/GRP/INCA1/WFDC1","BP","iN #3"
"GO:00063101","GO:0006310","DNA recombination",252,0.228011100256916,0.939840832000873,0.64047619047619,1,1,2492,"tags=18%, list=18%, signal=15%","PTPRC/CCR6/SWSAP1/TRIP13/TGFB1/TONSL/MCM5/MSH4/H1-2/HUS1/PARPBP/WRN/PALB2/THAP9/RMI1/EID3/SWAP70/ASTE1/MCM8/ANKLE1/CDC7/TOP3B/POLN/PPP4R2/SWI5/NHEJ1/UNG/MCM9/NBN/SKP2/NFKBIZ/KDM4D/EXOSC3/ERCC4/HDAC10/HELB/FIGNL1/HMGB3/REV3L/APEX2/RAD51C/HTATSF1/NABP1/ATM/SMC5","BP","iN #3"
"GO:00032311","GO:0003231","cardiac ventricle development",88,-0.264571098729326,-0.939470116844534,0.570642201834862,1,1,648,"tags=12%, list=5%, signal=12%","RBM15/PAX8/EDNRA/FZD1/NOG/NPY5R/SMAD6/SALL4/TNNI3/TNNI1/MESP1","BP","iN #3"
"GO:00466341","GO:0046634","regulation of alpha-beta T cell activation",55,0.28448529820385,0.939200157722963,0.539956803455723,1,1,2177,"tags=24%, list=16%, signal=20%","PTPRC/SHH/IL4R/KLHL25/IRF1/MALT1/SOCS1/AP3B1/RIPK2/NFKBIZ/SLC4A2/SH3RF1/RC3H2","BP","iN #3"
"GO:00517811","GO:0051781","positive regulation of cell division",59,0.279294912060363,0.938790915270872,0.540254237288136,1,1,3146,"tags=31%, list=23%, signal=24%","TGFB1/SHH/VEGFA/ZNF16/IGF1R/NUP62/PDGFD/RAB11FIP3/TGFB2/FGF1/FGFR2/PKN2/PDGFB/WNK1/MAP10/GAREM1/SPAST/KIF3B","BP","iN #3"
"GO:01202541","GO:0120254","olefinic compound metabolic process",79,0.267856080327173,0.938612083227648,0.571106094808126,1,1,878,"tags=11%, list=6%, signal=11%","EDNRB/CYP2E1/CYP1B1/EPHX2/BCO2/DAB2/REST/CYP1A1/RBP4","BP","iN #3"
"GO:00032051","GO:0003205","cardiac chamber development",120,-0.252202201888619,-0.937933166340941,0.606170598911071,1,1,1905,"tags=19%, list=14%, signal=17%","SEMA3C/DHRS3/NAGLU/SMAD7/NPHP3/ADAMTS1/BMP2/TAB1/BMP5/RBM15/SMO/PAX8/EDNRA/FZD1/NOG/FHL2/NPY5R/SMAD6/SALL4/TNNI3/TNNI1/ADAMTS6/MESP1","BP","iN #3"
"GO:00033001","GO:0003300","cardiac muscle hypertrophy",61,0.275708114387104,0.937925631464223,0.53014553014553,1,1,1071,"tags=15%, list=8%, signal=14%","ADRA1A/GATA6/COL14A1/FOXO1/TTN/NOTCH1/CTDP1/EZH2/TRPC3","BP","iN #3"
"GO:00224071","GO:0022407","regulation of cell-cell adhesion",263,0.225866022451828,0.936996482539768,0.625882352941176,1,1,1705,"tags=15%, list=12%, signal=14%","PTPRC/SOX2/FGB/TGFB1/MAP3K8/NRARP/MEGF10/WNT5A/ITGA4/SHH/IL4R/NOTCH1/VEGFA/SWAP70/LYN/RIPOR2/F11R/FUT4/DENND6A/PIEZO1/YES1/KLHL25/PLPP3/FADD/MDGA1/ZNF703/TMX1/WNT10B/CD46/IRF1/EPB41L5/SOX12/METTL3/PTPN6/ZMIZ1/CELSR2/MALT1/SOCS1/EPHB3/AP3B1","BP","iN #3"
"GO:00181051","GO:0018105","peptidyl-serine phosphorylation",127,-0.250449640714734,-0.936737943544528,0.604395604395604,1,1,461,"tags=12%, list=3%, signal=12%","SRPK2/PRKD2/PDE4D/PRKX/ERCC6/RPTOR/SMAD7/SNCA/ARAF/EIF2AK3/LRRK2/TNKS/OPRD1/EGFR/IL11","BP","iN #3"
"GO:00456661","GO:0045666","positive regulation of neuron differentiation",65,0.275272155454722,0.936678326671959,0.568669527896996,1,1,1685,"tags=15%, list=12%, signal=14%","GDF5/HOXD3/NEUROD2/REST/UPF3B/PROX1/SOX11/VWC2/DKK1/NEUROD1","BP","iN #3"
"GO:00458591","GO:0045859","regulation of protein kinase activity",291,0.223683685821625,0.936583877825449,0.641330166270784,1,1,2747,"tags=20%, list=20%, signal=17%","PTPRC/APOE/TNFAIP3/FIRRM/TPX2/LATS2/ANGPT1/WNT5A/FLT3/HERC5/STOX1/CCN1/MST1/GSKIP/CCNE2/C5AR1/TNFRSF10B/PTPRT/EZH2/LYN/RAP2B/CENPE/PTK2B/PROX1/NUP62/IPO7/LRP5/SH3BP5/RGS14/PSRC1/CARD10/TNFRSF11A/ERN1/PDCD4/TGFB2/ALS2/GPRC5A/NEK10/APC/DIPK2A/CDKN2B/CDKN2C/EPHA4/SLC8A3/TAB2/IGF1/FERMT2/FGF1/DDR2/SOCS4/IQGAP1/SLC8A1/CCNT1/PDGFB/CCNT2/RAP1A/PIM1/PDCD10/DEPTOR","BP","iN #3"
"GO:00435491","GO:0043549","regulation of kinase activity",316,0.221308741676763,0.93651212500229,0.677966101694915,1,1,2817,"tags=21%, list=21%, signal=17%","PTPRC/APOE/TNFAIP3/MSTN/FIRRM/TPX2/LATS2/ANGPT1/WNT5A/FLT3/HERC5/STOX1/CCN1/MST1/GSKIP/CCNE2/C5AR1/TNFRSF10B/PTPRT/EZH2/LYN/RAP2B/ZNF16/CENPE/PTK2B/PROX1/NUP62/IPO7/LRP5/SH3BP5/RGS14/PSRC1/CARD10/TNFRSF11A/ERN1/PDCD4/TGFB2/ALS2/GPRC5A/NEK10/NBN/APC/DIPK2A/CDKN2B/CDKN2C/EPHA4/SLC8A3/TAB2/IGF1/FERMT2/FGF1/DDR2/SOCS4/IQGAP1/SLC8A1/CCNT1/PDGFB/RBL2/CCNT2/RAP1A/PIM1/PDCD10/DEPTOR/RGS2/DSTYK","BP","iN #3"
"GO:00182121","GO:0018212","peptidyl-tyrosine modification",128,-0.249532761146147,-0.936306004305793,0.596014492753623,1,1,2117,"tags=17%, list=15%, signal=15%","ABI1/VTN/EFNA1/ZFYVE28/PIBF1/PDCL3/PDGFA/FGF10/NTRK1/ITGB3/FGFR4/DGKQ/CD36/FLT4/GHR/PDGFRA/LRRK1/PLCG2/IL6R/EGFR/IL11/FGFR3","BP","iN #3"
"GO:00608401","GO:0060840","artery development",66,0.2748650277116,0.936237143727316,0.551502145922747,1,1,2434,"tags=30%, list=18%, signal=25%","APOE/LRP2/SHH/PLXND1/NOTCH1/WNT11/VEGFA/SUFU/DLL4/LOXL1/PROX1/ZMIZ1/TGFB2/SEC24B/LRP1/SCN11A/CNTRL/NRP1/HOXA1/PKD2","BP","iN #3"
"GO:00068051","GO:0006805","xenobiotic metabolic process",52,-0.287879654491618,-0.936225249603325,0.566420664206642,1,1,2835,"tags=35%, list=21%, signal=28%","CYP46A1/GSTM3/ALDH2/AIP/CRYZ/NCEH1/CBR1/CES2/ABCC4/GSTO2/VKORC1/GSTO1/TPMT/BPHL/SMOX/AOX1/ABCB1/CYP2C8","BP","iN #3"
"GO:0097190","GO:0097190","apoptotic signaling pathway",439,-0.21811009109509,-0.936092759835018,0.702749140893471,1,1,2143,"tags=26%, list=16%, signal=22%","DIABLO/TNFRSF1A/TM2D1/CRADD/SHISA5/HYAL2/YBX3/ITGA6/FEM1B/CD24/EDA2R/HMGB2/PPP1CA/SELENOS/BNIP3/SCG2/PPIF/PPP2R5C/SIAH1/RPS7/PPIA/ERCC2/PTPN2/GCLM/SNW1/HDAC1/PRDX2/BRCA2/CASP3/DAPK2/BDNF/TPD52L1/FAS/PELI3/ENO1/STRADB/DPF2/NDUFA13/ATF4/TRAF1/MUC1/SMAD4/PAWR/TOPORS/FXN/LMNA/BAX/SIAH2/ERCC6/DAP/NFE2L2/ERP29/SRPX/RRM2B/DDIT3/CDKN1A/PRKCA/FBXO7/SENP1/CLU/BDKRB2/RPS27L/TCF7L2/NKX3-1/FGF10/SMAD3/ING2/TNFRSF25/ZNF385A/MSX1/FAIM/HMOX1/PPP1R15A/BRCA1/XBP1/CREB3/AGT/NCK2/HSPB1/ATAD5/CIB1/EIF2AK3/BMP5/SELENOK/TMEM161A/WFS1/IFI16/BID/ST20/FZD9/MAPK7/BMF/FZD1/TMEM117/NOG/IFI6/EYA1/THBS1/ASAH2/LRRK2/P2RX4/CX3CL1/ATP2A1/CD74/IL6R/CTH/TRADD/PLAUR/INCA1/NHERF1/TNFSF12/FGFR3","BP","iN #3"
"GO:00508011","GO:0050801","monoatomic ion homeostasis",406,-0.219772453629804,-0.935988981733685,0.69877408056042,1,1,1652,"tags=13%, list=12%, signal=12%","STEAP2/SNX10/CLN6/SNCA/LACC1/SLC9A9/SLC40A1/HMOX1/ITGB3/AGT/GSTO1/CEMIP/CDH23/B2M/SELENOK/GRIK2/SLC31A2/TMEM38B/SCNN1G/WFS1/SLC24A2/ATOX1/CACNB2/SLC8B1/MTLN/CYB561A3/TRPC5/SLC12A8/SLC24A4/FZD9/ATP6V0E1/SLC9A2/CYBA/EDNRA/COMMD1/STC2/GPR89B/LRRK2/PTH1R/SLC39A13/PLCG2/CX3CL1/ATP2A1/GRID2IP/TF/RYR1/TNNI3/DRD1/GPR89A/KCNA5/GPR3/CALCB/SLC24A1/SLC12A1","BP","iN #3"
"GO:00987541","GO:0098754","detoxification",89,-0.262385221556004,-0.935158358633358,0.570397111913357,1,1,3591,"tags=38%, list=26%, signal=28%","SLC29A4/AMBP/PRDX6/TP53INP1/PTGS1/UBIAD1/SELENOS/PRDX4/PRDX2/ESD/MT1X/GSTM3/MT3/CP/CYGB/NXN/PRDX1/NFE2L2/CAT/GCH1/PRDX5/GPX3/CCS/GSTZ1/GSTO2/GSTO1/CD36/TXNDC17/TXNRD2/GPX7/IPCEF1/ABCB1/PXDNL/RDH12","BP","iN #3"
"GO:00723321","GO:0072332","intrinsic apoptotic signaling pathway by p53 class mediator",70,0.269600494037379,0.935004597349366,0.566810344827586,1,1,2129,"tags=23%, list=15%, signal=19%","E2F1/DDIT4/TMEM109/CHEK2/PML/WWOX/CDIP1/ARMC10/MYC/JMY/POU4F1/POU4F2/BCL3/PDK2/FHIT/USP28","BP","iN #3"
