Gene_ID,C1,C2,C3,UC1,UC2,UC3
ENSG00000236648,0,0,0,0,0,0
ENSG00000117148,1,0,0,1,0,0
ENSG00000284653,0,0,0,0,0,0
ENSG00000261781,0,0,0,0,0,0
ENSG00000117154,0,0,0,0,0,0
ENSG00000280222,0,0,0,0,0,0
ENSG00000230035,0,0,0,0,0,0
ENSG00000225387,0,0,0,0,0,0
ENSG00000179023,0,1,0,1,0,0
ENSG00000235282,0,0,1,0,0,1
ENSG00000225478,0,0,0,0,0,0
ENSG00000009709,1,0,0,0,0,0
ENSG00000179002,0,0,0,0,1,0
ENSG00000159423,2648,1943,2110,2171,2771,2689
ENSG00000265606,0,0,0,0,0,0
ENSG00000221662,2,2,0,0,0,1
ENSG00000169991,1300,869,1007,911,1306,1293
ENSG00000272084,64,45,44,16,42,33
ENSG00000127481,24548,18141,18323,16652,20390,19471
ENSG00000230424,45,28,35,45,47,28
ENSG00000127463,11086,7995,8351,8697,10515,9354
ENSG00000053372,4964,4066,3794,4225,4162,3704
ENSG00000286064,4,0,0,0,0,1
ENSG00000211454,12,9,9,14,11,7
ENSG00000162482,28,28,27,35,22,29
ENSG00000270728,0,1,0,0,0,0
ENSG00000053371,3147,2685,2428,2729,2922,2762
ENSG00000200403,5,6,7,2,5,3
ENSG00000040487,1478,1080,1183,1164,1445,1321
ENSG00000077549,16161,11900,12865,13374,16073,14844
ENSG00000240490,0,0,0,0,0,0
ENSG00000173436,236,181,220,186,250,177
ENSG00000201609,0,0,0,0,0,1
ENSG00000235185,0,0,1,0,1,0
ENSG00000158747,2398,1934,1989,1894,2454,2257
ENSG00000270136,0,0,0,0,0,0
ENSG00000226396,47,31,27,18,26,32
ENSG00000158748,4,3,5,1,5,5
ENSG00000162542,1199,896,1057,990,1117,1047
ENSG00000178828,0,0,0,0,0,0
ENSG00000235434,0,0,0,0,0,0
ENSG00000169914,2082,1423,1568,1339,1594,1535
ENSG00000188784,0,0,0,0,0,0
ENSG00000242688,0,0,0,0,0,0
ENSG00000188257,0,0,0,0,0,1
ENSG00000127472,0,0,0,0,0,1
ENSG00000117215,0,0,0,0,0,0
ENSG00000158786,0,0,0,0,0,0
ENSG00000227066,0,0,0,0,0,0
ENSG00000187980,0,0,0,0,0,0
ENSG00000162543,0,0,0,0,1,0
ENSG00000228105,0,0,0,0,0,0
ENSG00000284710,0,0,0,0,0,0
ENSG00000158816,0,0,0,0,0,0
ENSG00000226664,0,0,0,0,0,0
ENSG00000236963,0,0,1,0,0,0
ENSG00000226487,0,0,0,0,0,0
ENSG00000284641,0,0,0,0,0,0
ENSG00000284743,0,0,0,0,0,0
ENSG00000162545,764,713,724,662,684,736
ENSG00000289402,8,6,0,3,2,3
ENSG00000090432,2842,2152,2255,2294,2735,2477
ENSG00000215520,0,1,0,0,0,0
ENSG00000183114,45,39,27,20,41,46
ENSG00000158825,13,19,17,15,24,23
ENSG00000158828,3390,2751,3147,2859,4102,3765
ENSG00000284005,0,0,0,0,0,0
ENSG00000117242,861,590,689,578,782,684
ENSG00000244038,17578,13262,13945,13914,17212,15815
ENSG00000117245,89,65,93,64,81,120
ENSG00000235432,3,0,2,0,1,0
ENSG00000189410,544,410,778,408,708,726
ENSG00000233069,0,1,2,0,2,0
ENSG00000127483,20101,14341,14118,15190,16778,15494
ENSG00000075151,12647,8899,9043,9038,10240,9871
ENSG00000251914,0,0,0,0,0,0
ENSG00000221808,0,0,0,0,0,0
ENSG00000233072,4,6,6,3,15,9
ENSG00000236073,2,2,0,0,1,1
ENSG00000235112,0,0,0,0,0,0
ENSG00000287192,9,6,9,4,6,6
ENSG00000117298,20656,14966,16330,15651,21077,19534
ENSG00000236936,1,2,1,0,2,0
ENSG00000231105,5,3,7,2,5,3
ENSG00000236216,0,0,0,0,0,0
ENSG00000228823,0,0,0,0,0,0
ENSG00000236009,0,0,0,0,0,0
ENSG00000227001,31,16,23,16,24,24
ENSG00000187952,6,3,3,7,2,2
ENSG00000186543,0,0,0,0,0,0
ENSG00000142794,890,600,712,666,854,784
ENSG00000176378,0,0,0,0,0,0
ENSG00000162551,143,114,125,92,128,151
ENSG00000289715,0,0,0,0,0,0
ENSG00000233431,0,0,0,0,0,0
ENSG00000076864,85,77,95,69,101,104
ENSG00000090686,6647,4670,4952,4831,5797,5423
ENSG00000231978,0,0,0,0,0,0
ENSG00000187942,9,8,5,8,6,6
ENSG00000142798,28230,17655,19078,21078,25656,22838
ENSG00000232037,2,1,2,1,2,2
ENSG00000283234,1,0,0,2,2,1
ENSG00000219073,0,0,0,0,0,0
ENSG00000285959,0,0,0,0,0,0
ENSG00000273610,0,0,0,0,0,0
ENSG00000201919,0,0,0,0,0,0
ENSG00000142789,0,0,0,0,0,0
ENSG00000278124,0,0,0,0,0,0
ENSG00000201273,0,0,0,0,0,0
ENSG00000228397,11,14,10,6,4,6
ENSG00000218510,149,135,151,110,157,147
ENSG00000289694,0,1,0,0,0,0
ENSG00000285752,11,4,4,4,2,6
ENSG00000285794,0,0,0,0,0,0
ENSG00000070831,227,156,189,119,175,157
ENSG00000230068,6,0,4,1,5,3
ENSG00000271428,0,0,0,0,0,0
ENSG00000162552,18,5,3,21,15,13
ENSG00000285873,12,10,19,10,8,14
ENSG00000266564,0,0,0,0,0,0
ENSG00000234397,1,3,1,1,2,1
ENSG00000279625,0,0,0,0,0,0
ENSG00000184677,2597,1969,2222,1841,2395,2329
ENSG00000237200,10,8,9,4,8,11
ENSG00000070886,2,1,1,0,1,0
ENSG00000276835,0,0,0,0,0,0
ENSG00000173372,0,0,0,0,0,0
ENSG00000289692,0,0,0,0,0,0
ENSG00000159189,0,0,0,0,0,0
ENSG00000173369,0,0,0,0,0,0
ENSG00000133216,6432,5031,5226,5240,8829,8027
ENSG00000265422,0,0,0,2,1,0
ENSG00000225952,0,0,0,0,0,0
ENSG00000264014,0,0,0,0,0,0
ENSG00000215906,0,0,0,0,0,0
ENSG00000227868,6,4,7,2,1,3
ENSG00000004487,8444,6449,6081,6771,7244,6394
ENSG00000240553,1,0,1,0,0,0
ENSG00000263793,0,0,0,0,0,0
ENSG00000266802,0,0,0,0,0,0
ENSG00000169641,7070,5276,6089,4849,7158,6554
ENSG00000229010,0,0,0,0,0,0
ENSG00000206935,0,0,0,0,0,0
ENSG00000252578,0,0,0,0,0,0
ENSG00000289014,11,9,5,3,8,11
ENSG00000179546,576,354,777,300,1320,1210
ENSG00000215381,0,0,0,0,0,0
ENSG00000261326,4,3,5,4,5,5
ENSG00000284726,0,0,0,0,0,0
ENSG00000125944,8562,6608,5930,6680,6696,6099
ENSG00000125945,113,97,86,85,92,88
ENSG00000249087,19,15,11,14,20,23
ENSG00000201405,0,0,0,0,0,0
ENSG00000271420,0,0,0,0,0,0
ENSG00000204219,164,90,161,121,149,161
ENSG00000232482,0,0,0,0,0,0
ENSG00000088280,1683,1281,1218,1363,1487,1458
ENSG00000007968,93,67,66,66,70,71
ENSG00000235052,0,0,0,0,0,1
ENSG00000117318,3062,2293,1538,2821,2045,1678
ENSG00000285802,0,0,1,0,0,0
ENSG00000197880,0,0,0,0,0,0
ENSG00000229239,0,0,0,0,0,0
ENSG00000142676,31524,26276,26023,27987,28001,26753
ENSG00000236810,110,74,90,76,88,92
ENSG00000011007,6846,5585,5432,5347,6120,5557
ENSG00000057757,3102,2513,2377,2546,2874,2671
ENSG00000289835,1,1,2,1,2,1
ENSG00000011009,4060,3283,3501,3206,3785,3569
ENSG00000117308,2357,1778,2060,1998,2293,2114
ENSG00000117305,1760,1366,1490,1450,1814,1671
ENSG00000179163,1202,904,891,1047,1296,1136
ENSG00000188822,1,5,4,0,0,2
ENSG00000229106,4,2,0,2,1,7
ENSG00000232557,0,0,0,0,0,0
ENSG00000264926,0,0,0,0,0,0
ENSG00000230228,0,6,1,0,0,3
ENSG00000189266,6826,5174,4722,5571,5472,5036
ENSG00000188529,10868,8222,8330,8397,9415,9080
ENSG00000215905,0,0,2,0,0,0
ENSG00000225315,0,0,0,0,1,1
ENSG00000142661,5,7,7,5,14,1
ENSG00000230703,0,0,0,0,0,0
ENSG00000142677,12,11,3,8,10,10
ENSG00000185436,410,271,309,288,366,347
ENSG00000158055,142,81,108,142,122,123
ENSG00000230023,0,1,0,0,0,0
ENSG00000232298,3,1,0,1,2,2
ENSG00000001460,588,456,623,459,663,622
ENSG00000001461,4044,2977,3439,2890,3966,3614
ENSG00000288982,12,4,8,9,8,8
ENSG00000286061,3,1,1,0,1,0
ENSG00000117602,1311,861,915,1052,1154,1046
ENSG00000264443,0,0,1,1,0,0
ENSG00000184454,11,11,9,13,16,23
ENSG00000227312,0,0,0,0,1,0
ENSG00000239106,0,0,0,0,1,0
ENSG00000133226,8633,6528,7359,6221,7424,7010
ENSG00000284699,0,0,0,0,0,0
ENSG00000169504,51618,35771,43073,37789,53954,51151
ENSG00000238482,0,0,0,0,0,0
ENSG00000020633,7,5,8,2,4,4
ENSG00000278034,0,0,0,0,0,0
ENSG00000229162,3,0,0,0,1,0
ENSG00000261025,0,0,0,0,1,0
ENSG00000264371,0,0,0,0,0,0
ENSG00000285823,0,0,0,0,0,0
ENSG00000233755,0,1,0,1,0,0
ENSG00000233419,0,0,0,0,0,0
ENSG00000231953,0,0,0,0,0,0
ENSG00000117614,2176,1764,1739,1896,2043,1813
ENSG00000284602,63,34,52,47,38,33
ENSG00000284657,9,5,5,4,6,1
ENSG00000117616,3248,2358,2647,2407,3061,2739
ENSG00000272432,7,4,3,5,3,2
ENSG00000261349,32,27,16,22,12,18
ENSG00000187010,0,1,2,1,0,3
ENSG00000224183,10,9,6,8,10,9
ENSG00000259984,51,45,37,21,49,40
ENSG00000183726,5962,4586,4691,4860,5472,5011
ENSG00000188672,3,11,8,4,13,9
ENSG00000238084,3,4,14,4,6,9
ENSG00000204178,1849,1345,1574,1345,1812,1636
ENSG00000157978,1562,1152,1193,1212,1662,1493
ENSG00000225643,2,3,1,1,3,3
ENSG00000117643,168,147,147,132,166,155
ENSG00000233478,0,0,0,0,0,0
ENSG00000162430,7742,5727,6223,5893,7651,6992
ENSG00000255054,0,0,0,0,0,0
ENSG00000228172,22,26,20,19,26,32
ENSG00000117640,2548,1935,2030,2021,2404,2326
ENSG00000272478,0,0,0,0,0,0
ENSG00000127423,418,312,326,388,358,358
ENSG00000236528,10,12,3,11,11,8
ENSG00000182749,974,747,791,777,960,963
ENSG00000207302,0,0,0,0,0,0
ENSG00000117632,27715,21933,20444,23712,23070,21652
ENSG00000229786,0,0,0,0,0,0
ENSG00000223624,0,0,0,0,0,0
ENSG00000283938,0,0,0,0,0,0
ENSG00000158006,1004,731,740,842,864,895
ENSG00000207237,0,0,0,0,0,0
ENSG00000252190,0,0,0,0,0,0
ENSG00000252691,0,0,0,0,0,0
ENSG00000158008,26,18,25,26,36,41
ENSG00000158014,7,0,4,3,3,7
ENSG00000284309,0,0,0,0,0,0
ENSG00000158022,0,0,0,2,0,4
ENSG00000175087,682,487,452,499,526,493
ENSG00000197245,4,6,3,3,0,2
ENSG00000282872,0,0,0,0,0,0
ENSG00000236782,1,2,1,0,4,0
ENSG00000142684,831,578,618,767,676,698
ENSG00000142675,41,52,62,26,42,53
ENSG00000188782,0,0,0,0,0,0
ENSG00000236155,12,4,9,10,14,10
ENSG00000278572,1,0,0,1,1,1
ENSG00000130695,4498,3474,3700,3457,4148,3808
ENSG00000270733,0,0,0,0,0,0
ENSG00000142669,10399,8871,8682,8777,9616,8932
ENSG00000158062,1321,1059,1326,1028,1344,1335
ENSG00000169442,7,4,5,9,8,10
ENSG00000176092,53,37,60,40,64,56
ENSG00000225854,0,0,0,0,0,0
ENSG00000176083,0,0,1,1,0,0
ENSG00000131914,6,6,2,4,4,5
ENSG00000117682,2939,2135,2534,2393,2970,2754
ENSG00000223583,3,1,0,2,0,1
ENSG00000225891,16,15,12,5,9,11
ENSG00000198830,28873,22697,19751,25009,22689,21031
ENSG00000224129,0,0,0,0,0,0
ENSG00000117676,1772,1454,1485,1459,1848,1648
ENSG00000238705,0,0,0,0,0,0
ENSG00000243905,0,0,0,0,0,0
ENSG00000252802,0,0,0,0,0,0
ENSG00000252429,0,0,0,0,0,0
ENSG00000289452,0,0,0,0,0,0
ENSG00000229247,0,0,0,0,0,0
ENSG00000238316,0,0,0,0,0,0
ENSG00000235069,0,0,0,0,0,0
ENSG00000260063,44,39,39,39,44,41
ENSG00000290006,0,0,0,0,0,0
ENSG00000117713,8060,5766,5535,5517,5832,5415
ENSG00000060642,809,640,689,626,932,856
ENSG00000241188,2,0,1,3,0,1
ENSG00000287810,0,0,0,0,0,0
ENSG00000204160,2297,1729,2165,1738,2460,2325
ENSG00000175793,150,151,241,118,205,213
ENSG00000142751,2380,1717,1882,1733,2092,1866
ENSG00000226698,0,0,0,0,0,0
ENSG00000289554,154,97,118,88,144,114
ENSG00000198746,993,838,851,833,939,798
ENSG00000090273,11005,8689,8914,9022,9630,9037
ENSG00000131910,1,0,0,0,0,0
ENSG00000175707,4,7,6,7,5,4
ENSG00000172746,1,1,0,0,1,0
ENSG00000224064,0,0,0,0,0,0
ENSG00000225294,2,4,0,1,1,0
ENSG00000253368,1195,883,973,1006,1044,992
ENSG00000158246,1838,1359,1297,1622,1679,1417
ENSG00000090020,3411,2680,3088,2698,3579,3400
ENSG00000229985,0,0,0,0,0,0
ENSG00000214973,5,5,2,5,4,3
ENSG00000225159,37,29,35,31,43,35
ENSG00000225990,0,0,0,0,0,0
ENSG00000224311,0,0,0,0,1,0
ENSG00000142784,4404,3347,3806,3399,4183,3837
ENSG00000252098,0,0,0,0,0,0
ENSG00000243659,8,4,5,1,2,3
ENSG00000186501,2563,2044,2476,2121,2750,2684
ENSG00000206888,3,2,4,0,6,2
ENSG00000241547,52,31,32,25,31,41
ENSG00000142765,196,164,196,173,216,250
ENSG00000142733,2923,2163,2382,2086,2880,2584
ENSG00000142748,0,1,0,2,0,0
ENSG00000174950,5,5,3,2,3,2
ENSG00000231207,0,0,0,0,1,0
ENSG00000181773,183,158,194,140,225,181
ENSG00000158195,11428,8566,9137,8901,10108,9501
ENSG00000241169,0,0,0,0,0,0
ENSG00000237429,3,1,1,1,0,3
ENSG00000126705,3841,2682,2478,2890,2834,2598
ENSG00000000938,3,2,1,5,3,2
ENSG00000235912,16,16,24,18,23,16
ENSG00000233975,5,0,2,3,0,2
ENSG00000126709,940,527,609,834,703,607
ENSG00000225886,0,0,0,0,0,0
ENSG00000206767,0,0,0,0,0,0
ENSG00000226662,0,0,0,0,0,0
ENSG00000207095,0,0,0,0,0,0
ENSG00000287244,1,2,1,2,0,1
ENSG00000009780,673,518,625,540,728,672
ENSG00000231344,7,3,9,6,12,12
ENSG00000230833,3,1,1,0,0,1
ENSG00000117758,3982,2910,3411,3285,4379,4096
ENSG00000269971,10,11,9,10,5,14
ENSG00000270031,12,5,6,6,6,9
ENSG00000223062,0,0,0,0,0,0
ENSG00000286433,3,1,1,4,0,0
ENSG00000117751,4038,3035,3046,3340,3565,3440
ENSG00000252947,2,2,8,7,8,3
ENSG00000130775,115,105,110,100,133,120
ENSG00000117748,4624,3640,3842,3657,4070,3956
ENSG00000130768,317,203,298,244,410,352
ENSG00000227050,0,0,1,1,2,0
ENSG00000158156,616,519,423,576,542,543
ENSG00000158161,2365,1743,1778,1682,1983,1867
ENSG00000238231,18,10,11,7,14,9
ENSG00000240750,13,7,11,4,9,8
ENSG00000228589,45,37,39,30,38,41
ENSG00000228943,0,0,0,0,0,0
ENSG00000289576,0,0,0,0,2,0
ENSG00000214812,0,0,1,2,2,1
ENSG00000253005,0,0,0,0,0,0
ENSG00000169403,18,12,17,14,18,7
ENSG00000126698,9628,7884,7760,8372,8904,8272
ENSG00000290123,3,8,5,7,9,3
ENSG00000130770,3203,2555,2434,2713,2518,2447
ENSG00000270605,0,0,0,0,0,0
ENSG00000271398,0,0,0,0,0,0
ENSG00000130766,739,538,778,561,937,934
ENSG00000130772,198,134,146,170,197,133
ENSG00000204138,5202,3864,4201,3826,4877,4386
ENSG00000206779,0,0,0,0,0,0
ENSG00000229820,0,11,5,0,7,7
ENSG00000221216,2,3,0,9,1,3
ENSG00000180198,6154,4775,4213,5089,4820,4327
ENSG00000242125,1647,1245,1276,1250,1299,1280
ENSG00000274266,182,109,117,100,123,127
ENSG00000200087,115,59,74,84,104,86
ENSG00000231468,1,0,0,0,0,0
ENSG00000279443,82,68,60,63,87,84
ENSG00000180098,1561,1289,1317,1257,1428,1464
ENSG00000197989,751,494,490,551,573,507
ENSG00000221539,22,5,5,12,14,6
ENSG00000278274,89,62,72,69,78,58
ENSG00000273544,1,4,2,1,3,6
ENSG00000280498,0,0,0,0,0,0
ENSG00000274582,0,0,0,0,0,0
ENSG00000120656,1623,1353,1366,1357,1560,1516
ENSG00000188060,285,167,197,245,256,234
ENSG00000229388,16,13,13,18,21,10
ENSG00000270103,0,0,0,0,0,0
ENSG00000274978,0,0,0,0,0,0
ENSG00000162419,1292,1019,997,929,1124,964
ENSG00000252777,1,0,0,0,1,1
ENSG00000289291,31,22,22,34,33,34
ENSG00000198492,7770,5663,5699,5745,6674,6124
ENSG00000116329,2,0,5,3,5,2
ENSG00000233427,5,4,4,0,5,6
ENSG00000199756,0,0,0,0,0,0
ENSG00000159023,1984,1535,1862,1457,1949,2035
ENSG00000225616,5,9,9,7,8,8
ENSG00000206704,0,0,0,0,0,0
ENSG00000277958,0,0,0,0,0,1
ENSG00000253304,770,528,734,529,844,792
ENSG00000225750,3,2,3,0,7,2
ENSG00000116350,7505,5909,5991,5470,6855,6061
ENSG00000277916,74,57,64,40,57,52
ENSG00000116353,1290,910,1090,1121,1219,1174
ENSG00000237934,0,0,0,0,0,0
ENSG00000060656,1131,802,875,887,1210,1157
ENSG00000230523,0,0,0,0,0,0
ENSG00000225011,0,0,0,0,0,0
ENSG00000228176,2,0,0,0,0,2
ENSG00000284676,0,0,0,0,0,0
ENSG00000270927,0,0,0,0,0,0
ENSG00000233399,0,0,0,0,0,0
ENSG00000233372,0,0,0,0,0,0
ENSG00000231251,0,0,0,0,0,0
ENSG00000236335,0,0,0,0,0,0
ENSG00000231949,0,0,0,0,0,0
ENSG00000289710,0,0,0,0,0,0
ENSG00000162510,7,9,8,5,12,4
ENSG00000186056,44,36,44,50,44,47
ENSG00000287510,1,0,0,0,0,0
ENSG00000162511,7,10,9,5,6,11
ENSG00000264773,0,0,0,0,0,0
ENSG00000229607,1,0,0,0,0,0
ENSG00000223382,34,37,23,39,24,32
ENSG00000222784,0,0,0,0,0,0
ENSG00000235143,0,0,0,0,0,0
ENSG00000162512,4220,3033,3344,3408,4260,3852
ENSG00000266210,1,3,0,0,0,0
ENSG00000134644,8212,6255,6377,5857,7259,6777
ENSG00000237329,0,0,0,0,0,0
ENSG00000232768,0,0,0,0,0,0
ENSG00000215900,0,1,0,0,0,0
ENSG00000225142,0,0,0,0,0,0
ENSG00000084628,14,11,15,10,7,13
ENSG00000060688,4149,3269,3164,3479,3748,3496
ENSG00000229447,29,22,26,23,22,24
ENSG00000121766,3255,2786,2766,2686,2946,2733
ENSG00000229044,3,2,5,4,1,1
ENSG00000121769,457,310,683,279,571,673
ENSG00000168528,5331,4393,5231,4188,6013,5995
ENSG00000215899,3,0,5,2,2,1
ENSG00000206981,0,0,0,0,0,0
ENSG00000260386,0,0,0,0,0,0
ENSG00000265961,0,0,0,0,0,0
ENSG00000284543,1,1,2,3,3,1
ENSG00000229167,4,7,0,3,3,4
ENSG00000142910,1124,731,774,800,1077,1127
ENSG00000121764,19,5,15,18,12,23
ENSG00000162517,4645,3782,4080,3909,4909,4578
ENSG00000235790,4,5,1,5,1,6
ENSG00000264078,1,0,3,2,0,0
ENSG00000084636,2612,1843,3183,1598,4932,4411
ENSG00000121753,2555,1741,2010,1826,2499,2217
ENSG00000266580,4,1,2,2,1,1
ENSG00000254545,0,0,0,0,1,0
ENSG00000134668,3564,2525,3321,2394,4241,4109
ENSG00000203620,0,3,0,2,0,0
ENSG00000269967,6,7,12,5,6,12
ENSG00000184007,10984,8314,9156,8644,10296,9815
ENSG00000288678,0,0,0,0,0,0
ENSG00000228634,0,0,0,0,0,0
ENSG00000284702,0,0,0,0,0,0
ENSG00000121774,13314,9834,9302,11037,10852,9929
ENSG00000203325,0,0,0,2,0,0
ENSG00000121775,1331,982,1245,1110,1413,1283
ENSG00000266203,0,2,0,3,0,1
ENSG00000276493,0,0,0,0,0,0
ENSG00000025800,7264,5394,5617,5436,6130,5565
ENSG00000250135,0,0,0,0,0,0
ENSG00000084652,8241,6134,6559,6309,7737,7132
ENSG00000160050,646,550,585,553,633,536
ENSG00000224066,73,39,71,43,44,72
ENSG00000160051,449,347,360,321,355,357
ENSG00000222046,3,2,3,1,0,1
ENSG00000160055,589,477,507,505,581,483
ENSG00000084623,14172,10973,10745,11724,12533,11455
ENSG00000291132,25,20,29,21,23,36
ENSG00000220785,6,8,7,4,5,15
ENSG00000290045,77,45,50,40,60,75
ENSG00000183615,53,19,56,28,42,54
ENSG00000182866,5,3,3,2,1,2
ENSG00000277617,0,0,0,0,0,0
ENSG00000252450,0,0,0,0,0,0
ENSG00000116478,7898,6151,6215,6616,6811,6637
ENSG00000175130,11390,8771,8152,9532,9825,8885
ENSG00000233775,2,4,0,0,1,1
ENSG00000162526,5,3,1,2,0,3
ENSG00000225828,50,35,35,25,33,31
ENSG00000160058,4121,3307,3602,3374,4179,3977
ENSG00000224333,0,0,0,0,0,0
ENSG00000270850,0,0,0,0,0,0
ENSG00000229259,0,0,0,0,0,0
ENSG00000263529,0,0,0,0,0,0
ENSG00000254553,0,0,0,0,0,0
ENSG00000273274,133,106,111,85,111,133
ENSG00000160062,473,366,422,353,483,450
ENSG00000176261,1111,886,1010,966,1020,1054
ENSG00000200591,0,0,0,0,0,0
ENSG00000162521,15941,11699,12178,12360,14288,13394
ENSG00000162520,3375,2356,2683,2761,3656,3395
ENSG00000224409,2,3,3,1,1,2
ENSG00000162522,6010,4293,5107,4406,5577,5184
ENSG00000134684,10570,8078,11482,8320,14149,13541
ENSG00000116497,2805,2061,2153,2049,2596,2426
ENSG00000160097,24,15,15,20,26,13
ENSG00000121905,22,17,13,9,14,15
ENSG00000121900,795,660,767,640,827,779
ENSG00000287691,0,0,0,0,0,0
ENSG00000116514,1316,1082,1094,1032,1171,1136
ENSG00000278966,0,0,0,0,0,1
ENSG00000217644,0,0,0,0,0,0
ENSG00000239670,0,0,0,0,0,0
ENSG00000236065,0,0,0,0,0,0
ENSG00000004455,8981,6889,7019,7309,7485,7404
ENSG00000276645,6,1,3,2,4,6
ENSG00000142920,56,42,50,50,73,49
ENSG00000278997,11,7,8,7,10,6
ENSG00000116525,697,579,567,533,554,575
ENSG00000279179,2,1,1,2,6,1
ENSG00000284721,0,0,0,0,0,1
ENSG00000160094,1146,915,897,864,1128,1146
ENSG00000270115,7,3,2,2,5,2
ENSG00000184389,1,7,3,4,9,3
ENSG00000225313,1,0,0,0,0,0
ENSG00000134686,7731,6023,6451,6240,7449,7179
ENSG00000284154,6,9,1,1,2,4
ENSG00000222112,43,37,26,14,46,24
ENSG00000233246,4,1,1,0,2,2
ENSG00000234512,0,0,0,0,0,0
ENSG00000121903,793,562,606,526,617,633
ENSG00000235907,0,0,0,0,0,0
ENSG00000121904,12,13,19,5,19,13
ENSG00000227000,0,0,0,0,0,0
ENSG00000176256,0,0,0,0,0,0
ENSG00000231163,1,0,0,0,0,0
ENSG00000201148,0,0,0,0,0,0
ENSG00000142698,1,0,0,0,0,0
ENSG00000270241,0,0,0,0,0,0
ENSG00000287703,0,0,0,0,1,0
ENSG00000207941,0,0,0,0,0,0
ENSG00000163866,2268,1729,1808,1865,2122,1862
ENSG00000189280,0,0,1,0,1,0
ENSG00000189433,0,0,0,0,0,0
ENSG00000255811,0,3,2,0,1,4
ENSG00000188910,67,46,87,52,86,90
ENSG00000187513,83,63,57,69,87,83
ENSG00000230163,0,0,0,0,0,0
ENSG00000116544,40,23,25,19,29,36
ENSG00000284773,33,20,15,9,20,19
ENSG00000241014,18,12,15,15,16,14
ENSG00000243749,2,3,1,1,3,3
ENSG00000271741,0,0,0,0,0,0
ENSG00000163867,667,440,485,425,569,545
ENSG00000197056,1979,1473,1465,1543,1595,1451
ENSG00000233940,0,0,0,0,0,0
ENSG00000228348,5,5,5,2,2,1
ENSG00000284640,6,7,6,3,2,6
ENSG00000116560,19860,14378,13274,15069,15118,13447
ENSG00000201868,0,0,0,1,0,0
ENSG00000146463,6847,4912,5231,4883,5714,5546
ENSG00000240374,0,0,0,0,0,0
ENSG00000201542,0,0,0,0,0,0
ENSG00000229994,13,30,13,25,15,22
ENSG00000227409,1,2,0,1,0,0
ENSG00000142687,5360,3852,4302,4290,5482,5064
ENSG00000278702,0,1,0,0,0,1
ENSG00000236274,0,0,0,0,0,0
ENSG00000020129,3957,2782,3036,3194,3422,3221
ENSG00000239636,11,5,6,3,6,12
ENSG00000116819,30,18,35,23,32,21
ENSG00000126067,10617,8561,8292,8654,9371,8599
ENSG00000142686,1886,1376,1558,1367,1759,1654
ENSG00000092853,7247,5620,5520,5225,5944,5517
ENSG00000232335,6,2,6,7,8,10
ENSG00000134698,1085,726,921,686,984,930
ENSG00000092847,4543,3190,3294,3100,3470,3265
ENSG00000271164,0,0,0,0,0,0
ENSG00000286899,0,0,0,0,0,0
ENSG00000271914,0,2,1,2,1,0
ENSG00000126070,2770,1875,2181,1799,2408,2169
ENSG00000271554,0,0,0,0,0,0
ENSG00000232862,1,2,2,1,1,0
ENSG00000092850,20,15,35,8,19,15
ENSG00000116863,2454,1824,2100,2069,2318,2245
ENSG00000171812,2668,1666,2379,1950,3801,3467
ENSG00000054116,4114,3113,3251,3395,3899,3619
ENSG00000116871,16314,11791,11691,12750,13971,12589
ENSG00000264592,1,0,1,1,0,0
ENSG00000054118,14303,10843,10234,10744,11189,10597
ENSG00000231849,0,0,0,0,0,0
ENSG00000214193,798,526,720,554,702,694
ENSG00000142694,967,634,568,858,613,595
ENSG00000286379,80,51,86,44,65,51
ENSG00000196182,2156,1520,1616,1719,2017,1949
ENSG00000181817,1460,1278,1208,1304,1323,1205
ENSG00000222821,0,0,0,0,0,0
ENSG00000116885,286,223,239,234,304,245
ENSG00000201448,1,1,2,2,1,0
ENSG00000116898,3744,3033,2992,3094,3358,3233
ENSG00000119535,0,0,0,1,0,0
ENSG00000230214,0,0,0,0,0,0
ENSG00000284705,0,0,0,0,0,0
ENSG00000284720,0,0,0,0,0,0
ENSG00000234481,0,0,0,0,0,0
ENSG00000163873,0,0,0,0,0,0
ENSG00000284650,0,0,0,0,0,0
ENSG00000223944,0,0,0,0,0,0
ENSG00000264698,0,0,0,0,0,0
ENSG00000207328,0,0,0,0,0,0
ENSG00000252368,0,0,0,0,0,0
ENSG00000230451,0,0,0,0,0,0
ENSG00000233621,180,147,140,150,208,159
ENSG00000163874,862,719,843,617,961,872
ENSG00000283724,5,1,5,3,4,2
ENSG00000163875,2731,2135,2270,2329,2582,2450
ENSG00000263675,7,7,4,10,12,11
ENSG00000163877,1360,1052,1065,1057,1189,1137
ENSG00000232273,3,1,0,0,2,0
ENSG00000237749,9,11,12,10,7,14
ENSG00000163879,632,564,534,503,566,572
ENSG00000134697,6219,4742,4706,4698,5344,5017
ENSG00000284748,2,1,0,0,0,0
ENSG00000169218,28,14,21,17,33,33
ENSG00000116922,1439,1040,1130,1092,1239,1173
ENSG00000134690,6908,5181,4276,5834,5298,4626
ENSG00000183317,13,6,10,1,5,10
ENSG00000200421,0,0,0,0,0,0
ENSG00000214141,0,0,0,0,0,0
ENSG00000227416,0,0,0,0,0,0
ENSG00000185090,161,163,191,120,218,172
ENSG00000233728,0,1,0,1,2,1
